,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Risk,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others
793,51,1,2,0,0,2,2892,24,1,0,0,0,1,0,0,0
794,32,1,2,2,2,0,3062,24,1,0,0,0,1,0,0,0
795,22,0,2,2,1,0,2301,9,1,0,0,0,1,0,0,0
796,51,1,2,0,0,0,7511,18,0,1,0,0,0,0,0,0
797,22,0,1,2,0,0,1258,12,1,0,0,0,1,0,0,0
798,54,1,2,1,0,0,717,24,1,1,0,0,0,0,0,0
799,35,1,0,1,0,1,1549,9,1,1,0,0,0,0,0,0
800,54,1,2,0,0,0,1597,24,1,0,0,1,0,0,0,0
801,48,0,1,2,0,1,1795,18,1,0,0,0,0,1,0,0
802,24,0,2,1,0,0,4272,20,1,0,0,0,1,0,0,0
803,35,1,2,1,0,0,976,12,1,0,0,0,0,1,0,0
804,24,0,0,2,0,1,7472,12,1,1,0,0,0,0,0,0
805,24,1,2,1,0,0,9271,36,0,1,0,0,0,0,0,0
806,26,1,1,1,0,1,590,6,1,0,0,0,0,1,0,0
807,65,1,2,1,0,0,930,12,1,0,0,0,0,1,0,0
808,55,1,3,0,0,1,9283,42,1,1,0,0,0,0,0,0
809,26,0,0,2,0,1,1778,15,0,1,0,0,0,0,0,0
810,26,1,2,1,0,1,907,8,1,0,0,0,0,0,0,0
811,28,1,1,1,0,1,484,6,1,0,0,0,0,1,0,0
812,24,1,2,1,0,0,9629,36,0,1,0,0,0,0,0,0
813,54,1,2,1,0,0,3051,48,0,0,1,0,0,0,0,0
814,46,1,2,0,0,0,3931,48,0,1,0,0,0,0,0,0
815,54,0,2,2,0,1,7432,36,1,1,0,0,0,0,0,0
816,62,1,2,1,2,0,1338,6,1,0,1,0,0,0,0,0
817,24,0,2,2,0,0,1554,6,1,0,0,0,0,1,0,0
818,43,1,3,1,0,0,15857,36,1,0,0,0,0,0,0,1
819,26,1,2,1,0,0,1345,18,0,0,0,0,0,1,0,0
820,27,1,2,1,0,0,1101,12,1,1,0,0,0,0,0,0
821,24,1,2,1,0,2,3016,12,1,0,0,0,0,1,0,0
822,41,1,2,1,0,0,2712,36,0,0,0,0,1,0,0,0
823,47,1,1,1,0,0,731,8,1,1,0,0,0,0,0,0
824,35,1,3,1,0,0,3780,18,1,0,0,0,1,0,0,0
825,30,1,2,1,0,0,1602,21,1,1,0,0,0,0,0,0
826,33,0,2,2,0,0,3966,18,0,1,0,0,0,0,0,0
827,36,1,2,1,0,0,4165,18,0,0,0,0,0,0,0,0
828,47,1,2,0,0,0,8335,36,0,1,0,0,0,0,0,0
829,38,1,2,0,0,1,6681,48,1,0,0,0,0,0,0,0
830,44,1,2,1,2,0,2375,24,1,0,0,0,0,0,0,0
831,23,0,2,2,0,0,1216,18,0,1,0,0,0,0,0,0
832,29,1,2,2,0,0,11816,45,0,0,0,0,0,0,0,0
833,42,0,2,1,0,1,5084,24,1,0,0,0,0,1,0,0
834,25,0,1,1,0,2,2327,15,0,0,0,0,0,1,0,0
835,48,1,2,1,0,0,1082,12,0,1,0,0,0,0,0,0
836,21,0,2,1,0,0,886,12,1,0,0,0,0,1,0,0
837,23,0,1,2,0,0,601,4,1,0,0,0,1,0,0,0
838,63,1,2,1,0,0,2957,24,1,1,0,0,0,0,0,0
839,46,1,2,1,0,0,2611,24,1,0,0,0,0,1,0,0
840,29,1,2,1,0,0,5179,36,0,0,0,0,1,0,0,0
841,28,1,1,1,0,0,2993,21,1,1,0,0,0,0,0,0
842,23,0,2,1,0,0,1943,18,0,0,0,0,0,0,1,0
843,50,1,2,1,0,0,1559,24,1,0,0,0,0,0,0,0
844,47,1,2,1,0,0,3422,18,1,0,0,0,1,0,0,0
845,35,1,2,1,0,1,3976,21,1,0,0,0,1,0,0,0
846,68,1,2,2,0,0,6761,18,0,1,0,0,0,0,0,0
847,28,1,2,1,0,0,1249,24,1,1,0,0,0,0,0,0
848,59,1,2,1,0,0,1364,9,1,0,0,0,0,1,0,0
849,57,1,1,1,0,0,709,12,0,0,0,0,0,1,0,0
850,33,1,2,2,0,0,2235,20,0,1,0,0,0,0,0,0
851,43,1,2,1,0,0,4042,24,1,1,0,0,0,0,0,0
852,35,1,2,0,0,0,1471,15,1,0,0,0,0,1,0,0
853,32,1,1,0,0,0,1442,18,0,1,0,0,0,0,0,0
854,45,1,2,1,0,0,10875,36,1,1,0,0,0,0,0,0
855,33,1,2,1,1,0,1474,24,1,1,0,0,0,0,0,0
856,40,0,2,1,0,0,894,10,1,0,0,1,0,0,0,0
857,28,1,2,0,0,0,3343,15,1,0,0,0,1,0,0,0
858,29,0,2,1,0,0,3959,15,0,1,0,0,0,0,0,0
859,26,1,2,2,1,0,3577,9,1,1,0,0,0,0,0,0
860,27,1,2,1,3,0,5804,24,1,1,0,0,0,0,0,0
861,28,1,2,1,0,0,2169,18,0,0,0,0,0,0,0,0
862,35,0,2,1,0,0,2439,24,0,0,0,0,0,1,0,0
863,32,1,1,1,3,0,4526,27,1,0,0,0,1,0,0,0
864,25,1,1,2,0,0,2210,10,0,0,0,0,1,0,0,0
865,20,0,2,2,2,0,2221,15,1,0,0,0,1,0,0,0
866,27,0,2,1,0,0,2389,18,1,0,0,0,0,1,0,0
867,42,1,2,1,0,0,3331,12,1,0,0,0,1,0,0,0
868,37,1,2,1,0,0,7409,36,1,0,0,0,0,0,0,0
869,24,0,2,2,0,0,652,12,1,0,0,0,1,0,0,0
870,40,0,2,1,2,0,7678,36,1,0,0,0,1,0,0,0
871,46,1,2,1,0,2,1343,6,1,1,0,0,0,0,0,0
872,26,1,2,1,1,0,1382,24,1,0,0,0,0,0,0,0
873,24,0,2,1,0,0,874,15,1,0,1,0,0,0,0,0
874,29,1,1,1,0,0,3590,12,1,0,0,0,1,0,0,0
875,40,0,2,1,3,1,1322,11,1,1,0,0,0,0,0,0
876,36,1,3,0,0,0,1940,18,1,0,0,0,0,1,0,0
877,28,1,2,1,0,0,3595,36,1,0,0,0,0,1,0,0
878,27,1,3,0,0,0,1422,9,0,1,0,0,0,0,0,0
879,36,1,2,1,0,0,6742,30,1,0,0,0,0,1,0,0
880,38,1,3,1,0,0,7814,24,1,1,0,0,0,0,0,0
881,48,1,2,0,0,0,9277,24,1,1,0,0,0,0,0,0
882,36,1,2,1,0,1,2181,30,1,1,0,0,0,0,0,0
883,65,0,0,1,0,0,1098,18,1,0,0,0,0,1,0,0
884,43,1,2,1,0,1,4057,24,0,0,0,0,1,0,0,0
885,53,0,2,1,0,0,795,12,0,0,0,1,0,0,0,0
886,34,1,2,1,0,1,2825,24,1,0,0,0,0,0,0,0
887,23,1,2,1,0,1,15672,48,0,0,0,0,0,0,0,0
888,34,1,3,1,0,0,6614,36,1,1,0,0,0,0,0,0
889,40,1,2,2,0,0,7824,28,1,1,0,0,0,0,0,0
890,43,1,3,1,0,0,2442,27,1,0,0,0,0,0,0,0
891,46,1,2,1,0,0,1829,15,1,0,0,0,0,1,0,0
892,38,1,1,1,0,0,2171,12,1,1,0,0,0,0,0,0
893,34,1,2,1,0,1,5800,36,1,1,0,0,0,0,0,0
894,29,1,2,1,0,0,1169,18,1,0,0,0,0,1,0,0
895,31,1,3,1,0,0,8947,36,1,1,0,0,0,0,0,0
896,28,0,3,2,0,0,2606,21,1,0,0,0,0,1,0,0
897,35,0,2,1,3,0,1592,12,1,0,0,0,1,0,0,0
898,33,0,1,2,0,0,2186,15,1,0,0,0,1,0,0,0
899,42,1,2,1,0,0,4153,18,0,0,0,0,1,0,0,0
900,43,1,2,2,0,0,2625,16,0,1,0,0,0,0,0,0
901,44,1,2,1,0,0,3485,20,1,1,0,0,0,0,0,0
902,42,1,2,0,0,0,10477,36,1,1,0,0,0,0,0,0
903,40,1,2,2,0,0,1386,15,1,0,0,0,0,1,0,0
904,36,1,3,1,0,0,1278,24,1,0,0,0,0,1,0,0
905,20,1,3,2,0,0,1107,12,1,0,0,0,0,1,0,0
906,24,1,1,1,0,0,3763,21,1,1,0,0,0,0,0,0
907,27,1,2,1,0,1,3711,36,1,0,0,1,0,0,0,0
908,46,0,1,1,0,0,3594,15,1,1,0,0,0,0,0,0
909,33,0,1,1,0,1,3195,9,1,1,0,0,0,0,0,0
910,34,0,2,1,0,0,4454,36,1,0,0,0,0,1,0,0
911,25,0,1,1,0,1,4736,24,0,0,0,0,1,0,0,0
912,25,0,2,1,0,1,2991,30,1,0,0,0,0,1,0,0
913,28,1,2,1,3,0,2142,11,1,0,0,0,0,0,0,0
914,31,1,2,2,0,0,3161,24,0,0,0,0,0,0,0,0
915,32,0,3,1,0,1,18424,48,0,0,0,0,0,0,0,1
916,32,1,2,1,1,0,2848,10,1,1,0,0,0,0,0,0
917,68,1,3,1,0,0,14896,6,0,1,0,0,0,0,0,0
918,33,1,2,1,1,0,2359,24,0,0,0,0,1,0,0,0
919,39,1,3,2,0,0,3345,24,0,0,0,0,1,0,0,0
920,28,0,2,1,0,0,1817,18,1,0,0,0,1,0,0,0
921,37,1,3,1,2,0,12749,48,1,0,0,0,0,1,0,0
922,22,0,2,2,0,0,1366,9,0,0,0,0,0,1,0,0
923,30,1,2,2,0,1,2002,12,1,1,0,0,0,0,0,0
924,55,1,2,1,0,0,6872,24,0,0,0,0,1,0,0,0
925,46,1,2,1,0,0,697,12,0,1,0,0,0,0,0,0
926,21,0,2,2,0,0,1049,18,1,0,0,0,1,0,0,0
927,39,1,2,0,0,0,10297,48,0,1,0,0,0,0,0,0
928,58,1,2,1,0,0,1867,30,1,0,0,0,0,1,0,0
929,43,1,1,1,0,0,1344,12,1,1,0,0,0,0,0,0
930,24,1,1,1,0,0,1747,24,1,0,0,0,1,0,0,0
931,22,0,2,1,0,1,1670,9,0,0,0,0,0,1,0,0
932,30,1,2,1,0,0,1224,9,1,1,0,0,0,0,0,0
933,42,1,2,1,2,0,522,12,1,0,0,0,0,1,0,0
934,23,0,2,1,0,0,1498,12,1,0,0,0,0,1,0,0
935,30,1,3,1,1,1,1919,30,0,0,0,0,0,1,0,0
936,28,0,1,1,0,2,745,9,0,0,0,0,0,1,0,0
937,30,1,3,2,0,1,2063,6,1,0,0,0,0,1,0,0
938,42,1,2,0,0,1,6288,60,0,0,0,1,0,0,0,0
939,46,1,3,1,0,0,6842,24,1,1,0,0,0,0,0,0
940,45,1,3,1,0,0,3527,12,1,1,0,0,0,0,0,0
941,31,1,1,1,0,0,1546,10,1,1,0,0,0,0,0,0
942,31,1,2,1,0,0,929,24,1,0,0,0,1,0,0,0
943,42,1,1,1,0,0,1455,4,1,1,0,0,0,0,0,0
944,46,0,2,2,0,0,1845,15,1,0,0,0,1,0,0,0
945,30,0,2,1,2,1,8358,48,1,1,0,0,0,0,0,0
946,30,1,2,0,2,0,3349,24,0,0,0,0,1,0,0,0
947,38,1,3,1,0,0,2859,12,1,1,0,0,0,0,0,0
948,43,1,1,1,0,0,1533,18,0,0,0,0,1,0,0,0
949,31,1,2,1,1,0,3621,24,0,0,0,0,0,1,0,0
950,40,1,0,1,0,1,3590,18,1,0,0,0,0,0,0,0
951,24,1,2,1,0,0,2145,36,0,0,0,0,0,0,0,0
952,28,0,2,2,2,1,4113,24,0,1,0,0,0,0,0,0
953,26,0,3,1,0,0,10974,36,0,0,0,0,1,0,0,0
954,29,0,2,1,0,0,1893,12,1,1,0,0,0,0,0,0
955,57,0,3,2,3,0,1231,24,1,0,0,0,0,1,0,0
956,49,1,1,1,0,2,3656,30,1,0,0,0,0,1,0,0
957,37,1,1,1,0,1,1154,9,1,0,0,0,0,1,0,0
958,45,1,1,1,0,0,4006,28,0,1,0,0,0,0,0,0
959,30,1,2,0,1,1,3069,24,1,0,0,0,1,0,0,0
960,30,1,2,2,0,0,1740,6,1,0,0,0,0,1,0,0
961,47,1,2,1,0,1,2353,21,1,1,0,0,0,0,0,0
962,29,1,2,1,0,0,3556,15,1,1,0,0,0,0,0,0
963,35,1,2,1,2,0,2397,24,0,0,0,0,0,1,0,0
964,22,1,1,1,0,1,454,6,1,0,0,0,0,0,1,0
965,26,0,2,1,0,1,1715,30,1,0,0,0,0,1,0,0
966,23,1,1,1,2,1,2520,27,0,0,0,0,0,1,0,0
967,54,0,3,2,0,0,3568,15,1,0,0,0,0,1,0,0
968,29,1,2,2,0,0,7166,42,1,0,0,0,0,1,0,0
969,40,1,1,1,0,0,3939,11,1,1,0,0,0,0,0,0
970,22,1,2,1,1,1,1514,15,1,0,0,0,0,0,1,0
971,43,1,1,1,0,0,7393,24,1,1,0,0,0,0,0,0
972,29,0,0,2,0,0,1193,24,0,1,0,0,0,0,0,0
973,36,1,2,2,0,0,7297,60,0,0,0,0,0,0,0,0
974,33,0,2,1,0,0,2831,30,1,0,0,0,0,1,0,0
975,57,0,1,1,2,2,1258,24,1,0,0,0,0,1,0,0
976,64,0,2,1,0,1,753,6,1,0,0,0,0,1,0,0
977,42,1,2,1,0,1,2427,18,1,0,0,0,0,0,0,0
978,47,1,1,1,0,0,2538,24,0,1,0,0,0,0,0,0
979,25,1,2,2,1,1,1264,15,0,1,0,0,0,0,0,0
980,49,1,2,1,0,1,8386,30,0,0,0,0,1,0,0,0
981,33,1,3,2,0,0,4844,48,0,0,0,0,0,0,0,0
982,28,0,3,1,1,2,2923,21,1,1,0,0,0,0,0,0
983,26,1,2,1,0,0,8229,36,0,1,0,0,0,0,0,0
984,30,1,1,1,0,0,2028,24,1,0,0,0,1,0,0,0
985,25,0,2,2,0,0,1433,15,1,0,0,0,1,0,0,0
986,33,1,2,1,0,2,6289,42,1,0,0,0,0,0,0,0
987,64,0,2,1,1,0,1409,13,1,0,0,0,0,1,0,0
988,29,1,3,0,0,0,6579,24,1,1,0,0,0,0,0,0
989,48,1,1,1,0,1,1743,24,1,0,0,0,0,1,0,0
990,37,1,1,1,0,0,3565,12,1,0,0,1,0,0,0,0
991,34,1,1,1,1,0,1569,15,1,0,0,0,0,1,0,0
992,23,1,1,2,0,0,1936,18,1,0,0,0,0,1,0,0
993,30,1,3,1,0,0,3959,36,1,0,0,0,1,0,0,0
994,50,1,2,1,0,0,2390,12,1,1,0,0,0,0,0,0
995,31,0,1,1,0,0,1736,12,1,0,0,0,1,0,0,0
996,40,1,3,1,0,0,3857,30,1,1,0,0,0,0,0,0
997,38,1,2,1,0,0,804,12,1,0,0,0,0,1,0,0
998,23,1,2,0,0,0,1845,45,0,0,0,0,0,1,0,0
999,27,1,2,1,1,1,4576,45,1,1,0,0,0,0,0,0
